,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
18191,31, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18192,26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
18193,52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18194,26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18195,38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
18196,25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18197,22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,9, United-States, <=50K
18198,48, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
18199,53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18200,30, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
18201,44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
18202,32, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,56, United-States, >50K
18203,59, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
18204,49, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
18205,65, ?, HS-grad, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,3818,0,40, United-States, <=50K
18206,31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
18207,53, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, Puerto-Rico, >50K
18208,44, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18209,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,55, Japan, >50K
18210,36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18211,37, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
18212,63, ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,7688,0,54, United-States, >50K
18213,67, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,20051,0,30, England, >50K
18214,29, Private, Bachelors, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
18215,52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18216,37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States, <=50K
18217,21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18218,36, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38, United-States, <=50K
18219,24, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,30, United-States, <=50K
18220,31, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
18221,54, Federal-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
18222,44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18223,18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, United-States, <=50K
18224,41, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
18225,37, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
18226,26, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
18227,68, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
18228,31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18229,48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18230,80, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
18231,26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
18232,63, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18233,19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
18234,30, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
18235,42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
18236,64, Federal-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18237,32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18238,50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
18239,73, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
18240,32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18241,53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
18242,58, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18243,37, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
18244,24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
18245,53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18246,23, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
18247,42, ?, Assoc-acdm, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
18248,30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
18249,38, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
18250,28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18251,19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18252,45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
18253,26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18254,33, Private, 9th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
18255,54, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K
18256,23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
18257,43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
18258,37, Private, 9th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
18259,31, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
18260,56, Self-emp-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, United-States, <=50K
18261,25, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18262,17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
18263,37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,68, United-States, <=50K
18264,60, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18265,59, Federal-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18266,59, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18267,46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
18268,28, ?, HS-grad, Married-civ-spouse, ?, Other-relative, White, Male,0,0,16, United-States, <=50K
18269,33, ?, HS-grad, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
18270,24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1408,50, United-States, <=50K
18271,29, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,4386,0,40, United-States, >50K
18272,33, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, <=50K
18273,29, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
18274,23, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
18275,20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Nicaragua, <=50K
18276,60, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,44, United-States, <=50K
18277,44, Private, 10th, Never-married, Sales, Unmarried, Other, Female,0,0,35, Dominican-Republic, <=50K
18278,18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,1055,0,25, United-States, <=50K
18279,52, Federal-gov, 12th, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
18280,31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
18281,30, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
18282,33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3781,0,40, United-States, <=50K
18283,20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
18284,33, Private, Assoc-voc, Separated, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, <=50K
18285,25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
18286,63, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
18287,63, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
18288,43, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
18289,58, Private, 11th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
18290,70, ?, Assoc-voc, Widowed, ?, Unmarried, White, Female,0,0,35, United-States, <=50K
18291,35, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,14344,0,40, United-States, >50K
18292,42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
18293,20, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
18294,35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18295,62, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18296,41, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,1506,0,50, United-States, <=50K
18297,43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
18298,19, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
18299,46, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18300,47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
18301,36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
18302,45, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18303,48, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
18304,29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18305,48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
18306,36, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
18307,58, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18308,43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18309,59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, United-States, <=50K
18310,42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18311,33, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
18312,23, Federal-gov, Some-college, Never-married, Armed-Forces, Other-relative, White, Male,0,0,40, United-States, <=50K
18313,21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
18314,48, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
18315,32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18316,31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
18317,66, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18318,23, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
18319,52, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
18320,17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
18321,35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
18322,39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States, >50K
18323,21, ?, Some-college, Never-married, ?, Not-in-family, White, Female,0,0,10, United-States, <=50K
18324,24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18325,45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,84, Japan, >50K
18326,25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,2001,50, United-States, <=50K
18327,29, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18328,56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,44, United-States, >50K
18329,34, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
18330,64, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
18331,27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States, <=50K
18332,47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States, <=50K
18333,36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,42, United-States, >50K
18334,44, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
18335,31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, <=50K
18336,23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
18337,45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
18338,31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,64, United-States, <=50K
18339,45, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
18340,33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18341,33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
18342,30, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, >50K
18343,25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States, <=50K
18344,70, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,8, United-States, >50K
18345,22, Private, 9th, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18346,30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18347,46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
18348,43, Self-emp-not-inc, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
18349,37, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
18350,59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
18351,51, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States, <=50K
18352,47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2885,0,65, Japan, <=50K
18353,36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
18354,73, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,6, United-States, <=50K
18355,32, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18356,34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
18357,51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18358,20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
18359,57, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Mexico, <=50K
18360,19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18361,45, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
18362,55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18363,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18364,19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
18365,35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18366,20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
18367,34, Local-gov, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,15, United-States, <=50K
18368,26, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
18369,73, Federal-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Female,3273,0,40, United-States, <=50K
18370,27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
18371,37, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,84, United-States, <=50K
18372,73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18373,46, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,1848,40, United-States, >50K
18374,36, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18375,54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
18376,49, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
18377,68, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
18378,34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1590,50, United-States, <=50K
18379,30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18380,28, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
18381,28, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18382,25, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18383,26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
18384,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, United-States, >50K
18385,32, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18386,60, ?, 11th, Married-spouse-absent, ?, Unmarried, Black, Female,0,0,20, United-States, <=50K
18387,18, Private, 12th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
18388,36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
18389,26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18390,24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
18391,90, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,6767,0,40, United-States, <=50K
18392,20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
18393,27, Private, Bachelors, Separated, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
18394,58, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
18395,37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
18396,65, ?, HS-grad, Widowed, ?, Unmarried, White, Female,2329,0,75, United-States, <=50K
18397,28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18398,36, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
18399,45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18400,23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
18401,69, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
18402,58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18403,22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
18404,58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
18405,53, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
18406,44, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
18407,31, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18408,46, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
18409,48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18410,46, Federal-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18411,43, Private, 9th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,625,40, United-States, <=50K
18412,43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18413,17, Self-emp-inc, 10th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
18414,20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18415,22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
18416,19, ?, Some-college, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
18417,35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18418,29, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
18419,18, ?, Some-college, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
18420,25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
18421,54, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18422,23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
18423,36, Private, 5th-6th, Separated, Priv-house-serv, Unmarried, Other, Female,0,0,35, Mexico, <=50K
18424,26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18425,25, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18426,46, Private, 9th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
18427,41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
18428,31, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18429,48, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18430,52, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
18431,22, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, United-States, <=50K
18432,18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
18433,46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18434,34, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
18435,30, Federal-gov, HS-grad, Married-civ-spouse, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
18436,31, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18437,21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18438,41, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,3674,0,45, United-States, <=50K
18439,45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
18440,30, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18441,21, Private, 9th, Never-married, Other-service, Unmarried, White, Male,0,0,35, Mexico, <=50K
18442,44, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,1408,46, United-States, <=50K
